owner_category,owner_name,property_address,city,apn,lot_sqft,lot_acres,jurisdiction,zoning,property_use,assessed_land,assessed_improvement,assessed_total,improv_land_ratio,last_transfer_date,assessor_last_sale_date,lat,lon,score,score_reasons,source,current_use_web,current_use_source
3 Municipal,CUPERTINO CITY,TUSCANY PL,CUPERTINO,359-25-048,71617,1.644,SANTA CLARA,CU,OTHER / UNKNOWN,0,0,0,,,1981-01-29,37.31008,-122.040385,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,241-37-012,71504,1.642,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1985-12-23,37.381128,-121.882379,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,SIDE UNION H S D EAST,725 CAPITOL EXPRESSWAY AUTO MALL,SAN JOSE,459-05-032,71374,1.639,SANTA CLARA,SJ,INDUSTRIAL,0,0,0,,,1972-11-20,37.275825,-121.865217,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,127-08-098,70539,1.619,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.437489,-122.113653,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY BOARD EDUCATION,,SAN JOSE,261-39-010,70349,1.615,SANTA CLARA,MH,OTHER / UNKNOWN,0,0,0,,,1976-09-22,37.324806,-121.905474,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,494-26-023,70020,1.607,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.294652,-121.819595,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,230-08-078,69730,1.601,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,1972-12-21,37.352788,-121.937229,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CAMPBELL CITY,77 HARRISON AVE,CAMPBELL,279-41-063,69696,1.600,SANTA CLARA,CA,OTHER / UNKNOWN,0,0,0,,,1972-12-27,37.288278,-121.942994,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,434-01-059,69523,1.596,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,,,37.309801,-121.892985,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,567-73-067,68783,1.579,SANTA CLARA,I,INDUSTRIAL,0,0,0,,,1993-07-02,37.236687,-121.893008,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,127-53-019,68171,1.565,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,1987-04-28,37.431683,-122.124808,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,678-07-004,67410,1.548,SANTA CLARA,LI,OTHER / UNKNOWN,0,0,0,,,,37.256188,-121.79032,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,530 ROBERT AVE,SANTA CLARA,230-03-067,65776,1.510,SANTA CLARA,MH,INDUSTRIAL,0,0,0,,,,37.364315,-121.94458,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,VIOLA AVE,SAN JOSE,264-29-092,65684,1.508,SANTA CLARA,CG,OTHER / UNKNOWN,0,0,0,,,1976-08-19,37.328737,-121.888839,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,127-24-048,65480,1.503,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,1958-04-16,37.435567,-122.118555,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-44-082,65176,1.496,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.331162,-121.894851,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,491 W TRIMBLE RD,SAN JOSE,101-18-004,64904,1.490,SANTA CLARA,IP,OTHER / UNKNOWN,0,0,0,,,1978-05-09,37.381816,-121.936872,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,290-39-064,64294,1.476,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.339142,-121.978366,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,491-15-023,64131,1.472,SANTA CLARA,IP,OTHER / UNKNOWN,0,0,0,,,1965-12-03,37.338265,-121.819494,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,1250 DELL AVE,CAMPBELL,424-02-010,62726,1.440,SANTA CLARA,PF/OS,OTHER / UNKNOWN,0,0,0,,,,37.268676,-121.951579,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,261-03-046,62291,1.430,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1974-08-22,37.335003,-121.910689,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,1311 AIRPORT BLVD,SAN JOSE,230-46-020,61315,1.408,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.356397,-121.915147,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,694-02-011,60113,1.380,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1977-01-24,37.242841,-121.86942,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,,SUNNYVALE,165-04-001,58370,1.340,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,,37.372039,-122.039333,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,254-19-040,57952,1.330,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1985-12-31,37.369898,-121.86909,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,351-06-013,57736,1.325,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.324822,-122.167662,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,678-07-017,57666,1.324,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1985-05-01,37.253095,-121.78793,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,595-38-018,57642,1.323,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1984-04-30,37.414432,-121.85137,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,,SUNNYVALE,104-01-027,57515,1.320,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,,37.414558,-121.987204,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,230-46-041,57428,1.318,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1973-04-25,37.353592,-121.925073,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,249-40-053,57400,1.318,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.347687,-121.895679,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,CAMPBELL,424-09-067,57315,1.316,SANTA CLARA,PF/OS,OTHER / UNKNOWN,0,0,0,,,,37.263093,-121.952593,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,WEBSTER ST,PALO ALTO,120-03-084,57230,1.314,SANTA CLARA,PC,OTHER / UNKNOWN,0,0,0,,,,37.44853,-122.158024,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CAMPBELL CITY,485 W SUNNYOAKS AVE,CAMPBELL,404-30-017,57064,1.310,SANTA CLARA,P-F,OTHER / UNKNOWN,0,0,0,,,,37.273539,-121.958326,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,COUNTY OF SANTA CLARA,1996 LUNDY AVE,SAN JOSE,244-15-013,57064,1.310,SANTA CLARA,IP,INDUSTRIAL,0,0,0,,2018-07-10,2018-07-10,37.395323,-121.890107,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CAMPBELL CITY,,CAMPBELL,412-07-019,56935,1.307,SANTA CLARA,P-D,OTHER / UNKNOWN,0,0,0,,,1978-09-25,37.284816,-121.944564,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CAMPBELL CITY,,CAMPBELL,412-32-021,56876,1.306,SANTA CLARA,M-1,OTHER / UNKNOWN,0,0,0,,,,37.277211,-121.945109,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,VIEW UNION H S D MT,333 MOFFETT BLVD,MOUNTAIN VIEW,158-45-004,56628,1.300,SANTA CLARA,CRA,INDUSTRIAL,0,0,0,,,1990-02-20,37.398454,-122.074885,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,659-02-008,56303,1.293,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1982-02-26,37.31348,-121.762508,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,496 SUNOL ST,SAN JOSE,264-11-108,56280,1.292,SANTA CLARA,HI,INDUSTRIAL,0,0,0,,2015-04-16,2015-04-16,37.320242,-121.904909,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,680-02-005,56051,1.287,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1987-12-24,37.298616,-121.771814,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,491-15-032,55639,1.277,SANTA CLARA,IP,OTHER / UNKNOWN,0,0,0,,1994-06-28,1994-06-28,37.338966,-121.820171,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MT VIEW CITY,,MOUNTAIN VIEW,116-16-062,55409,1.272,SANTA CLARA,P(33),OTHER / UNKNOWN,0,0,0,,,,37.411613,-122.069045,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,137-16-031,55394,1.272,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,1976-12-21,37.41261,-122.140257,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,ROCK UNION S D ALUM,,SAN JOSE,491-16-023,55383,1.271,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.335005,-121.827197,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,COUNTY OF SANTA CLARA,999 HAMLIN CT,SUNNYVALE,110-07-039,54885,1.260,SANTA CLARA,M1,INDUSTRIAL,0,0,0,,2015-11-16,2015-11-16,37.401482,-122.030017,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,230-38-083,54014,1.240,SANTA CLARA,C,OTHER / UNKNOWN,0,0,0,,,1974-12-10,37.34952,-121.913854,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,UNION S D CAMPBELL,,CAMPBELL,279-38-019,54014,1.240,SANTA CLARA,P-F,OTHER / UNKNOWN,0,0,0,,,,37.28896,-121.94772,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,,SUNNYVALE,209-05-047,53704,1.233,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,1982-10-14,37.376465,-122.028316,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY (CA),239 COMMERCIAL ST,SUNNYVALE,205-34-007,53579,1.230,SANTA CLARA,M1,INDUSTRIAL,0,0,0,,2003-02-13,1989-01-12,37.379658,-122.008422,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,137-02-053,52965,1.216,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,1982-12-09,37.42428,-122.150701,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CAMPBELL CITY,,CAMPBELL,412-09-045,52175,1.198,SANTA CLARA,PF/OS,OTHER / UNKNOWN,0,0,0,,,,37.286351,-121.939645,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,104-13-067,52165,1.198,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,1975-06-03,37.38969,-121.969062,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,137-02-025,51898,1.191,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.423233,-122.148723,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SUNNYVALE CITY,E MC KINLEY AVE,SUNNYVALE,209-21-001,51892,1.191,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,1984-01-24,37.371833,-122.024098,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,577-24-001,51873,1.191,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.222045,-121.867915,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,429-51-027,51281,1.177,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1988-09-07,37.303046,-121.9111,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,269-22-109,50845,1.167,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.348149,-121.947094,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CUPERTINO CITY,,CUPERTINO,326-49-036,50586,1.161,SANTA CLARA,CU,OTHER / UNKNOWN,0,0,0,,,,37.331358,-122.059142,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,137-05-028,50298,1.155,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,1985-12-24,37.418976,-122.152263,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,COUNTY OF SANTA CLARA,,SAN JOSE,491-15-042,50027,1.149,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,2021-08-26,,37.33963,-121.819653,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,137-06-028,49910,1.146,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,1986-04-01,37.420025,-122.15423,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,499-35-002,49658,1.140,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.298587,-121.827599,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,269-22-093,49658,1.140,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,2009-04-29,2009-04-29,37.349209,-121.945314,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,MCKINLEY S D FRANKLIN,,SAN JOSE,477-20-150,49535,1.137,SANTA CLARA,MI,INDUSTRIAL,0,0,0,,,1989-03-22,37.313582,-121.848792,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SUNNYVALE,205-31-001,49404,1.134,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,,37.379725,-122.018343,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,104-64-029,48858,1.122,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,2000-11-30,2000-11-30,37.397262,-121.9647,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,230-46-037,48469,1.113,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1973-04-25,37.356679,-121.915559,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,599-23-055,48035,1.103,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.394196,-121.829756,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,3580 NORWOOD AVE,SAN JOSE,654-53-060,47975,1.101,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.332579,-121.776613,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,1138 OLINDER CT,SAN JOSE,472-10-108,47916,1.100,SANTA CLARA,IP,INDUSTRIAL,0,0,0,,2021-10-20,2021-10-20,37.335239,-121.851779,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,660-21-018,47916,1.100,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1982-11-15,37.299409,-121.770089,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,264-54-067,47850,1.099,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,2011-12-23,2011-12-23,37.313329,-121.902055,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,230-29-090,47419,1.089,SANTA CLARA,,OTHER / UNKNOWN,0,0,0,,,,37.363028,-121.918392,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,3295 FOWLER RD,SAN JOSE,659-02-003,47401,1.088,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1975-05-02,37.313997,-121.757539,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,467-21-002,47371,1.088,SANTA CLARA,CG,OTHER / UNKNOWN,0,0,0,,,,37.337979,-121.889484,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,132-39-065,47120,1.082,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.421175,-122.13501,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,MT VIEW CITY,,SUNNYVALE,198-42-033,46845,1.075,SANTA CLARA,SU,OTHER / UNKNOWN,0,0,0,,,1969-11-19,37.363365,-122.062271,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,467-29-032,46447,1.066,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1978-06-23,37.34352,-121.873609,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,101-11-005,46196,1.061,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,1974-03-01,37.380587,-121.949575,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,254-19-048,46070,0.000,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.370318,-121.871079,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,494-62-022,45925,1.054,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1990-11-20,37.289916,-121.81758,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,230-46-036,45892,1.054,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,1973-04-25,37.356999,-121.91556,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,673-19-102,45738,1.050,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.317616,-121.802229,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,673-17-065,45302,1.040,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,,,37.316976,-121.800768,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SANTA CLARA CITY,,SANTA CLARA,216-31-032,45165,1.037,SANTA CLARA,SC,OTHER / UNKNOWN,0,0,0,,,,37.381693,-121.97832,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,259-03-143,44936,1.032,SANTA CLARA,SJ,OTHER / UNKNOWN,0,0,0,,2002-07-03,2002-07-03,37.348262,-121.908574,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
3 Municipal,PALO ALTO CITY,,PALO ALTO,127-10-060,44334,1.018,SANTA CLARA,PA,OTHER / UNKNOWN,0,0,0,,,,37.430852,-122.105541,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,491-15-030,44018,1.011,SANTA CLARA,IP,OTHER / UNKNOWN,0,0,0,,,1966-02-27,37.338325,-121.821077,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,491-15-020,43813,1.006,SANTA CLARA,IP,OTHER / UNKNOWN,0,0,0,,,,37.338643,-121.822322,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY,,SAN JOSE,491-15-005,43581,1.001,SANTA CLARA,IP,OTHER / UNKNOWN,0,0,0,,,1965-12-03,37.337326,-121.820066,67,1-5ac +12; owner +5,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,CAMPBELL,424-04-082,13517,0.310,SANTA CLARA,R1-8,OTHER / UNKNOWN,0,0,0,,,1985-12-09,37.258394,-121.953431,67,<1ac infill +20; owner -15; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,230-32-100,7875,0.181,SANTA CLARA,R2,OTHER / UNKNOWN,0,0,0,,,,37.35985,-121.914919,67,<1ac infill +20; owner -15; zoning R2 +12,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,5157 DENT AVE,SAN JOSE,569-39-126,41969,0.963,SANTA CLARA,SJ,Residential,0,0,0,,,1985-09-24,37.250624,-121.899668,65,Residential +10; <1ac infill +20; owner -15,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY FINANCING AUTHORITY,1460 N 4TH ST,SAN JOSE,235-04-005,32535,0.747,SANTA CLARA,APD,COMMERCIAL,0,0,0,,2010-05-21,2010-05-21,37.365018,-121.907153,65,COMMERCIAL +5; <1ac infill +20; owner +5; zoning APD -15,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,,SAN JOSE,472-14-064,31563,0.725,SANTA CLARA,APD,COMMERCIAL,0,0,0,,,,37.323259,-121.874357,65,COMMERCIAL +5; <1ac infill +20; owner +5; zoning APD -15,ATTOM taxassessor (Santa Clara County),,
3 Municipal,SAN JOSE CITY,233 FORD RD,SAN JOSE,678-53-007,28681,0.658,SANTA CLARA,APD,COMMERCIAL,0,0,0,,,,37.254153,-121.796179,65,COMMERCIAL +5; <1ac infill +20; owner +5; zoning APD -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA COUNTY TRANSIT DIST,,SAN JOSE,462-15-035,21298,0.000,SANTA CLARA,A140,VACANT LAND,0,0,0,,,1985-01-02,37.275108,-121.86038,65,VACANT LAND +25; <1ac infill +20; owner -15; zoning A140 -15,ATTOM taxassessor (Santa Clara County),,
2 Santa Clara County,SANTA CLARA VTA,,SAN JOSE,254-17-109,16509,0.379,SANTA CLARA,APD,VACANT LAND,0,0,0,,,,37.369044,-121.875045,65,VACANT LAND +25; <1ac infill +20; owner -15; zoning APD -15,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,249-08-033,12458,0.286,SANTA CLARA,APD,COMMERCIAL,0,0,0,,2018-07-06,,37.355522,-121.892877,65,COMMERCIAL +5; <1ac infill +20; owner +5; zoning APD -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,264-48-104,10590,0.243,SANTA CLARA,OS,VACANT LAND,0,0,0,,,1984-08-16,37.316971,-121.888679,65,VACANT LAND +25; <1ac infill +20; owner -15; zoning OS -15,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,,SAN JOSE,261-33-051,9838,0.226,SANTA CLARA,APD,COMMERCIAL,0,0,0,,2007-09-19,,37.328995,-121.904974,65,COMMERCIAL +5; <1ac infill +20; owner +5; zoning APD -15,ATTOM taxassessor (Santa Clara County),,
5 State of California,CALIFORNIA STATE,,SAN JOSE,464-38-054,9583,0.220,SANTA CLARA,CN,Residential,0,0,0,,,1974-02-08,37.264715,-121.858506,65,Residential +10; <1ac infill +20; owner -15,ATTOM taxassessor (Santa Clara County),,
3 Municipal,CITY OF SAN JOSE,1343 THE ALAMEDA,SAN JOSE,261-23-064,7579,0.174,SANTA CLARA,A(PD),Commercial,0,0,0,,2018-07-27,2018-07-27,37.332201,-121.913374,65,Commercial +5; <1ac infill +20; owner +5; zoning A(PD) -15,ATTOM taxassessor (Santa Clara County),,
4 School / Public Ed,S D EVERGREEN,,SAN JOSE,659-21-001,847725,19.461,SANTA CLARA,R1-8,OTHER / UNKNOWN,0,0,0,,,,37.323199,-121.785251,62,5-20ac -5; owner +5; zoning R1-8 +12,ATTOM taxassessor (Santa Clara County),,
